,manufacturer,car_name,year,no_of_owners,kms_driven,city,transmission,mileage,fuel_type,mode_of_sale,seats,engine,max_power,price,links
699,Ford,Ecosport,2018,First,"1,245",cochin,Manual,17.0,Petrol,Dealer,5,1497,121.36,10.25,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Petrol-Titanium-Plus-BSIV-cars-Kochi_CCE8F22BDA3A8E8E4BDEF1967A411247.htm
700,BMW,X3,2019,First,"24,000",coimbatore,Automatic,18.56,Diesel,Dealer,5,1995,187.7,53.9,https://www.cardekho.com/used-car-details/used-BMW-X3-xDrive-20d-Luxury-Line-cars-Coimbatore_7EFB74E6E93DBF08AC5DEAAA8CF06678.htm
701,Land,Rover,2016,First,"64,000",coimbatore,Automatic,12.63,Diesel,Dealer,5,2179,147.5,32.9,https://www.cardekho.com/used-car-details/used-Land-Rover-Discovery-Sport-2015-2020-TD4-HSE-cars-Coimbatore_DA9F8269DD4BD04CA9F42079F4F1A263.htm
702,Skoda,Kodiaq,2019,Second,"48,000",coimbatore,Automatic,16.25,Diesel,Dealer,7,1968,148,29.9,https://www.cardekho.com/used-car-details/used-Skoda-Kodiaq-2.0-TDI-Style-cars-Coimbatore_581CA46380CBC3F0ACFE902875FF53AE.htm
703,Mahindra,Marazzo,2019,First,"6,800",coimbatore,Manual,17.3,Diesel,Dealer,7,1497,121,13.5,https://www.cardekho.com/used-car-details/used-Mahindra-Marazzo-M6-cars-Coimbatore_2BFED516FD85554425C017BB908A9201.htm
704,Volvo,XC60,2015,First,"59,370",coimbatore,Automatic,11.2,Diesel,Dealer,5,2400,215,24,https://www.cardekho.com/used-car-details/used-Volvo-XC60-D5-Summum-cars-Coimbatore_4937C391C4F0C0B69C81986D914DE563.htm
705,Skoda,Octavia,2016,First,"1,27,423",coimbatore,Automatic,14.7,Petrol,Dealer,5,1798,177.5,10.5,https://www.cardekho.com/used-car-details/used-Skoda-Octavia-2013-2017-Style-Plus-1.8-TSI-AT-cars-Coimbatore_522D672C916193315B460CBBC81087A9.htm
706,Ford,Ecosport,2019,First,"4,350",coimbatore,Automatic,14.8,Petrol,Dealer,5,1497,121.36,11.25,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Petrol-Titanium-Plus-AT-BSIV-cars-Coimbatore_3EAA9A1E643BEE19FB1DEAE1398A6904.htm
707,Volkswagen,Tiguan,2017,First,"72,720",coimbatore,Automatic,16.65,Diesel,Dealer,5,1968,141,22,https://www.cardekho.com/used-car-details/used-Volkswagen-Tiguan-2.0-TDI-Highline-cars-Coimbatore_5376DE045F26D787FEF9D171A74020C8.htm
708,Maruti,Baleno,2016,First,"98,000",coimbatore,Automatic,21.4,Petrol,Dealer,5,1197,83.1,5.75,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-CVT-Delta-cars-Coimbatore_23A93C24E5EC39C86C33B51F3CCD965E.htm
709,Mercedes-Benz,GLS,2018,First,"52,520",coimbatore,Automatic,11.0,Diesel,Dealer,7,2987,258,69.5,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-GLS-2016-2020-350d-4MATIC-cars-Coimbatore_1E5021A37175B0ADE7C56652E5F7ED9A.htm
710,Mercedes-Benz,CLA,2016,First,"48,000",coimbatore,Automatic,17.9,Diesel,Dealer,5,2143,136,22.9,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-CLA-2015-2016-200-CDI-Sport-cars-Coimbatore_5F065F7CC439DCF3CFDE204D4D40142D.htm
711,BMW,3,2016,First,"96,500",coimbatore,Automatic,19.59,Diesel,Dealer,5,1995,184,25,https://www.cardekho.com/used-car-details/used-BMW-3-Series-2015-2019-GT-320d-Sport-Line-cars-Coimbatore_42E9ECEAD065901DA4D1FD10AAE37162.htm
712,Honda,Jazz,2018,First,"35,000",coimbatore,Manual,27.3,Diesel,Dealer,5,1498,98.6,6.8,https://www.cardekho.com/used-car-details/used-Honda-Jazz-2018-2020-1.5-SV-i-DTEC-cars-Coimbatore_AE295AE353CD5C6D06D6BD2913289749.htm
713,BMW,3,2016,First,"76,000",coimbatore,Automatic,22.69,Diesel,Dealer,5,1995,190,27,https://www.cardekho.com/used-car-details/used-BMW-3-Series-2015-2019-320d-M-Sport-cars-Coimbatore_36621ACC051E71723C33B49F95EA114B.htm
714,BMW,3,2016,First,"69,000",coimbatore,Automatic,22.69,Diesel,Dealer,5,1995,190,21,https://www.cardekho.com/used-car-details/used-BMW-3-Series-2015-2019-320d-Luxury-Line-cars-New-Delhi_9E549E7FD62EE9C9B95AAD175AC760B7.htm
715,Mahindra,XUV500,2017,First,"80,000",coimbatore,Automatic,16.0,Diesel,Dealer,7,1997,140,11,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-AT-W8-1.99-mHawk-cars-New-Delhi_22800D92719B043E1254840B56B71BAA.htm
716,Volvo,S,2014,First,"1,47,500",coimbatore,Automatic,13.1,Diesel,Dealer,5,2400,215,17,https://www.cardekho.com/used-car-details/used-Volvo-S-80-D5-cars-Coimbatore_BF98A3004683623FE72E9F76A13C522C.htm
717,Toyota,Innova,2017,Second,"1,10,480",coimbatore,Automatic,11.36,Diesel,Dealer,7,2755,171.5,17.75,https://www.cardekho.com/used-car-details/used-Toyota-Innova-Crysta-2016-2020-2.8-ZX-AT-BSIV-cars-Coimbatore_22BA30C67D179028912888F58A26F2B2.htm
718,BMW,3,2019,First,"13,245",coimbatore,Automatic,21.76,Diesel,Dealer,5,1995,188,39.8,https://www.cardekho.com/used-car-details/used-BMW-3-Series-GT-Luxury-Line-cars-Coimbatore_7FD99B09956085F90A771A6BDB015F16.htm
719,Maruti,Wagon,2016,First,"18,390",coimbatore,Automatic,20.51,Petrol,Dealer,5,998,67,4.8,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-AMT-VXI-cars-Coimbatore_BA9E38FD9F87EAC5E5453DC8042845BA.htm
720,Maruti,A-Star,2009,First,"60,000",coonoor,Manual,19.0,Petrol,Individual,5,998,66.1,1.45,https://www.cardekho.com/used-car-details/used-Maruti-A-Star-Vxi-cars-Coonoor_E9C4609C4F4BA34061B59AE76BEAB077.htm
721,Tata,Sumo,2004,First,"2,93,672",coonoor,Manual,12.3,Diesel,Individual,7,1948,90,2,https://www.cardekho.com/used-car-details/used-Tata-Sumo-Victa-EX-TC-cars-Coonoor_6A8A4187DF6FB6DBAE4D3952EBF8962B.htm
722,Mahindra,XUV500,2012,First,"50,000",chandigarh,Manual,15.1,Diesel,Individual,7,2179,140,5.5,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-2011-2015-W8-AWD-cars-Chandigarh_AC7328F0CA98FD39CAB631D41AA59C90.htm
723,Mahindra,XUV500,2018,First,"15,000",chandigarh,Manual,16.0,Diesel,Individual,7,2179,140,15.5,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-W10-2WD-cars-Chandigarh_36A81764D458DFE4C9D377DA48378079.htm
724,Volkswagen,Passat,2011,Second,"92,000",chandigarh,Automatic,14.3,Diesel,Dealer,5,1968,167.7,6.75,https://www.cardekho.com/used-car-details/used-Volkswagen-Passat-2010-2014-Diesel-Comfortline-AT-cars-Chandigarh_F0065D4BA24B04E05D690A0F12AD650E.htm
725,Volkswagen,Jetta,2014,First,"84,000",chandigarh,Manual,19.33,Diesel,Individual,5,1968,138.03,6.5,https://www.cardekho.com/used-car-details/used-Volkswagen-Jetta-2013-2015-2.0L-TDI-Comfortline-cars-Chandigarh_9F2E77B9864D171C18666EF27FD0529F.htm
726,Audi,A4,2013,First,"40,000",chandigarh,Automatic,16.55,Diesel,Individual,5,1968,147.51,16,https://www.cardekho.com/used-car-details/used-Audi-A4-2.0-TDI-cars-Chandigarh_7C204445BADD68DEA405C911DBCB1D12.htm
727,Maruti,Baleno,2018,First,"70,000",chandigarh,Manual,21.4,Petrol,Individual,5,1197,83.1,6.2,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Chandigarh_DBD0C00476CC477E75E56EA7E97C0D12.htm
728,BMW,3,2014,First,"50,000",chandigarh,Automatic,18.88,Diesel,Individual,5,1995,184,20,https://www.cardekho.com/used-car-details/used-BMW-3-Series-2011-2015-320d-Sport-Line-cars-Chandigarh_65FC6CE4CB053188BD3C3D1BF73F2D89.htm
729,Skoda,Laura,2011,Second,"1,10,000",chandigarh,Automatic,20.0,Diesel,Individual,5,1968,138.1,3,https://www.cardekho.com/used-car-details/used-Skoda-Laura-Elegance-2.0-TDI-CR-AT-cars-Chandigarh_DC1A7E194545EFA6BD214F65C837801B.htm
730,Skoda,Yeti,2011,First,"78,000",chandigarh,Manual,17.67,Diesel,Dealer,5,1968,138.08,3.95,https://www.cardekho.com/used-car-details/used-Skoda-Yeti-2009-2013-Ambition-4WD-cars-Chandigarh_AAF594BB0E4A065D2B2B3E6E648D85F4.htm
731,Volkswagen,Vento,2021,First,"2,500",chandigarh,Automatic,16.35,Petrol,Individual,5,999,108.62,13,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-1.0-TSI-Highline-Plus-AT-cars-Chandigarh_3AAC450801D3D8EE6258731541A0229C.htm
732,Toyota,Fortuner,2013,First,"1,13,000",chandigarh,Automatic,12.55,Diesel,Dealer,7,2982,168.5,14.25,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-2011-2016-4x2-AT-cars-Chandigarh_0CBFA0C216B04AAF55D01A4B1C249638.htm
733,Land,Rover,2014,First,"73,000",chandigarh,Automatic,12.7,Diesel,Dealer,5,2179,187.7,29,https://www.cardekho.com/used-car-details/used-Land-Rover-Range-Rover-Evoque-2011-2014-2.2L-Pure-cars-Chandigarh_A42B727D8A8EDC17C4D77A6E53708B5B.htm
734,Mahindra,Scorpio,2013,First,"76,000",chandigarh,Manual,10.5,Diesel,Dealer,7,2609,120,6.75,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-2009-2014-2.6-CRDe-SLE-cars-Chandigarh_DF3C81BDB850CE5E210CFB28FA91742A.htm
735,Volkswagen,Polo,2012,First,"96,054",chandigarh,Manual,22.07,Diesel,Dealer,5,1199,73.9,3.45,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2009-2013-Diesel-Highline-1.2L-cars-Chandigarh_8A8301E9DB514976B1477577C3B67B1A.htm
736,Ford,Fiesta,2006,First,"1,20,000",chandigarh,Manual,17.8,Diesel,Individual,5,1399,68,2.5,https://www.cardekho.com/used-car-details/used-Ford-Fiesta-2008-2011-1.4-ZXi-TDCi-ABS-cars-Chandigarh_627EDAA3CD1151F08833AC297D4779FA.htm
737,Toyota,Fortuner,2012,Second,"1,80,000",chandigarh,Manual,13.0,Diesel,Dealer,7,2982,168.5,11.8,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-2011-2016-4x2-Manual-cars-Chandigarh_340CCCCFD6D01D485C3B176169A8B085.htm
738,Ford,Fiesta,2006,Second,"1,20,000",chandigarh,Manual,17.8,Diesel,Individual,5,1399,68,2.5,https://www.cardekho.com/used-car-details/used-Ford-Fiesta-2004-2010-1.4-ZXi-TDCi-ABS-cars-Chandigarh_9182825936E94089521A8E1F5A6070B1.htm
739,Nissan,Terrano,2015,First,"88,000",chandigarh,Manual,20.45,Diesel,Individual,5,1461,83.8,6.5,https://www.cardekho.com/used-car-details/used-Nissan-Terrano-2013-2017-XL-85-PS-cars-Chandigarh_295DCA8A961D81D7BB0D3EC6F76181A1.htm
740,Audi,Q7,2013,First,"90,000",chandigarh,Automatic,12.07,Diesel,Dealer,7,2967,241.4,21.5,https://www.cardekho.com/used-car-details/used-Audi-Q7-2006-2020-3.0-TDI-Quattro-Premium-Plus-cars-Chandigarh_BB9ED3E878186328C60F779F51A32D74.htm
741,Maruti,Ignis,2018,First,"8,000",daman,Automatic,20.89,Petrol,Individual,5,1197,81.80,5.75,https://www.cardekho.com/used-car-details/used-Maruti-Ignis-1.2-AMT-Zeta-BSIV-cars-Daman_93D783DE661913CC08EA73A6EA230F3D.htm
742,Jeep,Compass,2017,First,"30,000",daman,Manual,17.1,Diesel,Individual,5,1956,170,15,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2017-2021-2.0-Longitude-BSIV-cars-Daman_36F1D6BDECCAC767C46F94CD6112A5B1.htm
743,Hyundai,i20,2011,Second,"1,20,000",daman,Manual,18.5,Petrol,Individual,5,1197,80,2.21,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2010-2012-1.2-Magna-cars-Daman_275BBC7C2C49648572415A5EBA53CB9F.htm
744,Chevrolet,Cruze,2014,First,"60,000",daman,Manual,17.9,Diesel,Individual,5,1998,163.7,6.5,https://www.cardekho.com/used-car-details/used-Chevrolet-Cruze-2014-2016-LTZ-cars-Daman_4C19A8E23EF95B28589F0845583F1A99.htm
745,Maruti,Swift,2018,First,"20,000",daman,Manual,21.21,Petrol,Individual,5,1197,81.80,6.35,https://www.cardekho.com/used-car-details/used-Maruti-Dzire-2017-2020-VXI-1.2-cars-Daman_26BAC16EA9DEB58ED0C86E464577CBD6.htm
746,Maruti,Swift,2011,First,"80,000",daman,Manual,22.9,Diesel,Individual,5,1248,74,2.85,https://www.cardekho.com/used-car-details/used-Maruti-Swift-2011-2014-VDI-cars-Daman_5B972E41B004267DD9BFA70908F68D2C.htm
747,Hyundai,i20,2013,Second,"70,000",daman,Manual,22.54,Diesel,Individual,5,1396,88.73,4.05,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2014-2015-Magna-1.4-CRDi-cars-Daman_297104F6EA0B5CE57948C5B3D971298A.htm
748,Maruti,A-Star,2009,Third,"70,000",daman,Manual,19.0,Petrol,Individual,5,998,66.1,1.1,https://www.cardekho.com/used-car-details/used-Maruti-A-Star-Lxi-cars-Daman_752EF62F091BA78F588B1F784C7E9824.htm
749,Toyota,Innova,2006,Fourth & Abov,"50,000",daman,Manual,12.8,Diesel,Individual,8,2494,102,2,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2004-2011-2.5-V-Diesel-8-seater-cars-Daman_F3433EB3BF4F72C487ED6E8CE365FB84.htm
750,Tata,Indica,2007,Third,"140,000",daman,Manual,17.88,Diesel,Individual,5,1396,52.8,"65,000",https://www.cardekho.com/used-car-details/used-Tata-Indica-V2-2009-2011-DLS-BSIII-cars-Daman_64B3BE6D7681B4BCCFA078E6A89BACD3.htm
751,Tata,Tigor,2018,First,"20,000",darjeeling,Manual,20.3,Petrol,Individual,5,1199,84,4.3,https://www.cardekho.com/used-car-details/used-Tata-Tigor-2017-2020-1.2-Revotron-XZ-Option-cars-Darjeeling_57E989AF12CAE656D07EAD9D5283B7CA.htm
752,Tata,Indica,2005,Second,"1,00,000",darjeeling,Manual,13.5,Diesel,Individual,5,1405,null,"70,000",https://www.cardekho.com/used-car-details/used-Tata-Indica-DLS-cars-Darjeeling_7D5D6427D0400EAB339B55B199E99DA1.htm
753,Hyundai,Santro,2004,Second,"1,00,000",darjeeling,Manual,17.0,Petrol,Individual,5,1086,null,1,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-XG-eRLX-Euro-III-cars-Darjeeling_1C8A36FD0B195EC00D7595ACE2D20894.htm
754,Maruti,Omni,2004,Second,"90,000",darjeeling,Manual,16.8,Petrol,Individual,8,796,34.2,"85,000",https://www.cardekho.com/used-car-details/used-Maruti-Omni-1998-2005-E-8-Str-STD-cars-Darjeeling_BCC063BF29AC876683309366498ED284.htm
755,Hyundai,Tucson,2018,First,"60,000",dehradun,Automatic,16.38,Diesel,Individual,5,1995,182.46,18.5,https://www.cardekho.com/used-car-details/used-Hyundai-Tucson-2016-2020-2.0-e-VGT-2WD-AT-GL-Opt-cars-Dehradun_344C63AF67A300255E781A2128C35B32.htm
756,Tata,Manza,2011,First,"61,000",dehradun,Manual,21.12,Diesel,Dealer,5,1248,88.8,2.45,https://www.cardekho.com/used-car-details/used-Tata-Manza-Aura-(ABS)-Quadrajet-BS-IV-cars-Dehradun_FB787859C8E1787C06410BE0DCF736A0.htm
757,Maruti,Alto,2019,First,"20,000",dehradun,Manual,24.7,Petrol,Dealer,5,796,47.3,3.3,https://www.cardekho.com/used-car-details/used-Maruti-Alto-800-2016-2019-LXI-cars-Dehradun_8439A58F41156930F13125F4E20FBD2E.htm
758,Renault,KWID,2019,First,"34,000",dehradun,Manual,25.17,Petrol,Dealer,5,799,53.3,3.4,https://www.cardekho.com/used-car-details/used-Renault-KWID-2015-2019-RXL-cars-Dehradun_3AD9B1138DA3001F4354156D9C8F1396.htm
759,Maruti,Ritz,2013,First,"72,000",dehradun,Manual,23.2,Diesel,Dealer,5,1248,73.94,3.05,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-VDI-(ABS)-BS-IV-cars-Dehradun_48C276F47B78AD16F6D765D65C24ED3F.htm
760,Honda,Accord,2012,First,"65,000",dehradun,Manual,11.9,Petrol,Dealer,5,2354,144,6.15,https://www.cardekho.com/used-car-details/used-Honda-Accord-2001-2003-1.8-MT-cars-Dehradun_002CCE52DC233EB993FE81C005A06010.htm
761,Maruti,Swift,2015,First,"22,000",dehradun,Manual,26.59,Diesel,Individual,5,1248,74,5.5,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2014-2017-LDI-cars-Dehradun_FAAA6287205C923A2600D6D0241AB97A.htm
762,Maruti,Swift,2013,First,"72,362",dehradun,Manual,28.4,Diesel,Dealer,5,1248,74,3.75,https://www.cardekho.com/used-car-details/used-Maruti-Swift-VDI-cars-Dehradun_C3882E2B996391673D026DED467C5995.htm
763,Datsun,RediGO,2017,Second,"16,000",dehradun,Manual,22.5,Petrol,Dealer,5,999,67,2.85,https://www.cardekho.com/used-car-details/used-Datsun-redi-GO-2016-2020-1.0-T-Option-cars-Dehradun_8DF13B4601D63E3FB3560A5D58FBD31C.htm
764,BMW,3,2010,First,"63,000",dehradun,Automatic,16.07,Diesel,Dealer,5,1995,181,7.5,https://www.cardekho.com/used-car-details/used-BMW-3-Series-1995-2012-320d-Highline-cars-Dehradun_F7C9C52C4008CB6C8301BB43D7D36C7B.htm
765,Honda,City,2012,First,"90,222",dehradun,Automatic,15.6,Petrol,Dealer,5,1497,116.3,4.51,https://www.cardekho.com/used-car-details/used-Honda-City-2011-2013-V-AT-cars-Dehradun_36E095DD38E34D80EFA64FA06C006034.htm
766,Volkswagen,Polo,2017,First,"68,000",dehradun,Manual,21.49,Diesel,Dealer,5,1498,108.5,5.85,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2015-2019-GT-1.5-TDI-cars-Dehradun_0A4E8D1E78F7A0D3C08533AE951468EA.htm
767,Maruti,Ciaz,2014,First,"34,900",dehradun,Manual,26.21,Diesel,Dealer,5,1248,88.5,5.75,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-2014-2017-VDi-Plus-cars-Dehradun_3A159B65E8818CECFD34643EA1DD0888.htm
768,Mahindra,XUV500,2017,First,"63,000",dehradun,Manual,16.0,Diesel,Dealer,7,2179,140,13.5,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-R-W10-FWD-cars-Dehradun_B3D83E58984F0AC0CF0E581259D02653.htm
769,Mahindra,XUV500,2017,First,"41,100",dehradun,Manual,16.0,Diesel,Dealer,7,2179,140,13.5,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-R-W10-FWD-cars-Dehradun_257DFAE3B3C81C26BBCF79C39E82FE7B.htm
770,Maruti,Swift,2016,Second,"60,000",dehradun,Manual,25.2,Diesel,Dealer,5,1248,74,4.95,https://www.cardekho.com/used-car-details/used-Maruti-Swift-VDI-BSIV-cars-Dehradun_D68FDC91570A9B795DACB3326DEECE09.htm
771,Volkswagen,Vento,2017,First,"69,000",dehradun,Manual,22.27,Diesel,Dealer,5,1498,108.6,6.25,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-2015-2019-1.5-TDI-Comfortline-cars-Dehradun_0C2A881F211F2349A8B28C6A1331EFBE.htm
772,Mahindra,XUV500,2013,First,"70,000",dehradun,Manual,15.1,Diesel,Dealer,7,2179,140,6.5,https://www.cardekho.com/used-car-details/used-Mahindra-XUV500-2011-2015-W8-FWD-cars-Dehradun_DC89F6C5F0CD9A6D9862423C8CF1FC91.htm
773,Mercedes-Benz,E-Class,2014,Second,"53,000",dehradun,Automatic,14.21,Diesel,Dealer,5,2143,203,22,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-E-Class-2009-2012-E250-CDI-Elegance-cars-Dehradun_981A3BDE5D1029243719632419C7B0AD.htm
774,Honda,Amaze,2014,First,"64,000",dehradun,Manual,25.8,Diesel,Dealer,5,1498,98.6,4.15,https://www.cardekho.com/used-car-details/used-Honda-Amaze-2013-2016-S-i-Dtech-cars-Dehradun_9855D35867A524B5473C4C01813F50EB.htm
775,Toyota,Innova,2007,Fourth & Abov,"2,29,000",diu,Manual,12.8,Diesel,Individual,8,2494,102,4.2,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2004-2011-2.5-V-Diesel-8-seater-cars-Diu_92E541864B42B05C0EE4AB7B51C6A091.htm
776,Maruti,800,2009,First,"76,000",doda,Manual,16.1,Petrol,Individual,4,796,37,1.25,https://www.cardekho.com/used-car-details/used-Maruti-800-DX-cars-Doda_5DE12A4E87D78F0FEFA9F5E1DD471014.htm
777,Mahindra,Bolero,2018,First,"30,000",doda,Manual,15.96,Diesel,Individual,9,2523,63,7.5,https://www.cardekho.com/used-car-details/used-Mahindra-Bolero-2011-2019-LX-4WD-NON-AC-BSIV-cars-Doda_1949F9E1E99949A6EA8CB62234630CCA.htm
